Stack,Symbol,Input,Action
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 94 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunaryterm","]","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 89 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexpr","]","根据rel -> expr 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 93 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrel","]","根据equality -> rel 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 88 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequality","]","根据join -> equality 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 91 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoin","]","根据bool -> join 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 193 184 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool","]","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]","<","根据loc -> loc [ bool ] 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 56 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]loc","<","根据factor -> loc 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 54 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactor","<","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 59 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunary","<","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 58 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunaryterm","<","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 117 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr","<","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 193 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<","real","移入"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 182 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<real",")","根据factor -> real 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 185 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactor",")","根据unary -> factor 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 188 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunary",")","根据term -> unary 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 187 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunaryterm",")","根据expr -> term 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 53 112 184 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexpr",")","根据rel -> expr < expr 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 57 112 184 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrel",")","根据equality -> rel 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 192 112 184 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequality",")","根据join -> join && equality 规约"
"0 1 3 6 11 29 51 106 167 264 306 11 29 55 116 192 112 184 275 197 175","{declsbasictypeid;decldeclsbasictype[num]typeid;decldeclsstmtsidloc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=numfactorunarytermexprrelequalityjoinbool;stmtstmtsif(idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool){declsbasictypeid;decldeclsstmtsidloc=numfactorunarytermexpr+numfactorunaryterm*(numfactorunarytermexpr-numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoinbool;stmtstmtsidloc[numfactorunarytermexprrelequalityjoinbool]loc=realfactorunarytermexprrelequalityjoinbool;stmtstmtsif((idlocfactorunarytermexpr>numfactorunarytermexprrelequalityjoinbool||idlocfactorunarytermexpr<numfactorunarytermexprrelequalityjoinbool)factorunarytermexprrelequalityjoin&&idloc[numfactorunarytermexprrelequalityjoinbool]locfactorunarytermexpr<realfactorunarytermexprrelequalityjoin",")","根据bool -> join 规约"
